Ticker,Ticker2,Correlation,,,,,,,,,,
TATACONSUM,BEL,60.36%,,,,,,,,,,
TATAMOTORS,BEL,76.11%,,,,,,,,,,
TATASTEEL,BEL,81.17%,,,,,,,,,,
TCS,BEL,72.34%,,,,,,,,,,
TECHM,BEL,77.70%,,,,,,,,,,
TITAN,BEL,-9.32%,,,,,,,,,,
TRENT,BEL,86.32%,,,,,,,,,,
ULTRACEMCO,BEL,89.48%,,,,,,,,,,
WIPRO,BEL,75.10%,,,,,,,,,,
ADANIENT,BHARTIARTL,48.23%,,,,,,,,,,
ADANIPORTS,BHARTIARTL,82.00%,,,,,,,,,,
APOLLOHOSP,BHARTIARTL,86.55%,,,,,,,,,,
ASIANPAINT,BHARTIARTL,-17.80%,,,,,,,,,,
AXISBANK,BHARTIARTL,76.76%,,,,,,,,,,
BAJAJ-AUTO,BHARTIARTL,95.10%,,,,,,,,,,
BAJAJFINSV,BHARTIARTL,51.80%,,,,,,,,,,
BAJFINANCE,BHARTIARTL,-28.01%,,,,,,,,,,
BEL,BHARTIARTL,90.43%,,,,,,,,,,
BHARTIARTL,BHARTIARTL,100.00%,,,,,,,,,,
BPCL,BHARTIARTL,84.92%,,,,,,,,,,
BRITANNIA,BHARTIARTL,85.66%,,,,,,,,,,
CIPLA,BHARTIARTL,89.97%,,,,,,,,,,
COALINDIA,BHARTIARTL,82.94%,,,,,,,,,,
DRREDDY,BHARTIARTL,80.69%,,,,,,,,,,
EICHERMOT,BHARTIARTL,89.58%,,,,,,,,,,
GRASIM,BHARTIARTL,94.23%,,,,,,,,,,
HCLTECH,BHARTIARTL,74.59%,,,,,,,,,,
HDFCBANK,BHARTIARTL,58.70%,,,,,,,,,,
HDFCLIFE,BHARTIARTL,49.15%,,,,,,,,,,
HEROMOTOCO,BHARTIARTL,87.80%,,,,,,,,,,
HINDALCO,BHARTIARTL,90.70%,,,,,,,,,,
HINDUNILVR,BHARTIARTL,48.98%,,,,,,,,,,
ICICIBANK,BHARTIARTL,96.67%,,,,,,,,,,
INDUSINDBK,BHARTIARTL,-54.18%,,,,,,,,,,
INFY,BHARTIARTL,76.58%,,,,,,,,,,
ITC,BHARTIARTL,62.39%,,,,,,,,,,
JSWSTEEL,BHARTIARTL,92.68%,,,,,,,,,,
KOTAKBANK,BHARTIARTL,17.01%,,,,,,,,,,
LT,BHARTIARTL,65.53%,,,,,,,,,,
M&M,BHARTIARTL,95.22%,,,,,,,,,,
MARUTI,BHARTIARTL,72.61%,,,,,,,,,,
NESTLEIND,BHARTIARTL,8.31%,,,,,,,,,,
NTPC,BHARTIARTL,94.01%,,,,,,,,,,
ONGC,BHARTIARTL,79.15%,,,,,,,,,,
POWERGRID,BHARTIARTL,92.22%,,,,,,,,,,
RELIANCE,BHARTIARTL,58.64%,,,,,,,,,,
SBILIFE,BHARTIARTL,81.09%,,,,,,,,,,
SBIN,BHARTIARTL,83.20%,,,,,,,,,,
SHRIRAMFIN,BHARTIARTL,95.68%,,,,,,,,,,
SUNPHARMA,BHARTIARTL,93.24%,,,,,,,,,,
TATACONSUM,BHARTIARTL,55.22%,,,,,,,,,,
TATAMOTORS,BHARTIARTL,66.27%,,,,,,,,,,
TATASTEEL,BHARTIARTL,67.36%,,,,,,,,,,
TCS,BHARTIARTL,76.66%,,,,,,,,,,
TECHM,BHARTIARTL,89.63%,,,,,,,,,,
TITAN,BHARTIARTL,-0.94%,,,,,,,,,,
TRENT,BHARTIARTL,97.63%,,,,,,,,,,
ULTRACEMCO,BHARTIARTL,86.93%,,,,,,,,,,
WIPRO,BHARTIARTL,80.23%,,,,,,,,,,
ADANIENT,BPCL,75.96%,,,,,,,,,,
ADANIPORTS,BPCL,94.11%,,,,,,,,,,
APOLLOHOSP,BPCL,87.27%,,,,,,,,,,
ASIANPAINT,BPCL,-25.24%,,,,,,,,,,
AXISBANK,BPCL,67.42%,,,,,,,,,,
BAJAJ-AUTO,BPCL,92.43%,,,,,,,,,,
BAJAJFINSV,BPCL,32.38%,,,,,,,,,,
BAJFINANCE,BPCL,-55.32%,,,,,,,,,,
BEL,BPCL,83.98%,,,,,,,,,,
BHARTIARTL,BPCL,84.92%,,,,,,,,,,
BPCL,BPCL,100.00%,,,,,,,,,,
BRITANNIA,BPCL,72.29%,,,,,,,,,,
CIPLA,BPCL,93.10%,,,,,,,,,,
COALINDIA,BPCL,96.11%,,,,,,,,,,
DRREDDY,BPCL,87.14%,,,,,,,,,,
EICHERMOT,BPCL,80.06%,,,,,,,,,,
GRASIM,BPCL,84.55%,,,,,,,,,,
HCLTECH,BPCL,70.82%,,,,,,,,,,
HDFCBANK,BPCL,25.35%,,,,,,,,,,
HDFCLIFE,BPCL,25.84%,,,,,,,,,,
HEROMOTOCO,BPCL,90.35%,,,,,,,,,,
HINDALCO,BPCL,77.55%,,,,,,,,,,
HINDUNILVR,BPCL,26.61%,,,,,,,,,,
ICICIBANK,BPCL,83.76%,,,,,,,,,,
INDUSINDBK,BPCL,-28.06%,,,,,,,,,,
INFY,BPCL,66.68%,,,,,,,,,,
ITC,BPCL,35.72%,,,,,,,,,,
JSWSTEEL,BPCL,77.38%,,,,,,,,,,
KOTAKBANK,BPCL,2.83%,,,,,,,,,,
LT,BPCL,76.77%,,,,,,,,,,
M&M,BPCL,79.96%,,,,,,,,,,
MARUTI,BPCL,80.54%,,,,,,,,,,
NESTLEIND,BPCL,29.96%,,,,,,,,,,
NTPC,BPCL,94.07%,,,,,,,,,,
ONGC,BPCL,93.27%,,,,,,,,,,
POWERGRID,BPCL,93.46%,,,,,,,,,,
RELIANCE,BPCL,83.29%,,,,,,,,,,
SBILIFE,BPCL,76.38%,,,,,,,,,,
SBIN,BPCL,89.82%,,,,,,,,,,
SHRIRAMFIN,BPCL,83.47%,,,,,,,,,,
SUNPHARMA,BPCL,90.90%,,,,,,,,,,
TATACONSUM,BPCL,79.31%,,,,,,,,,,
TATAMOTORS,BPCL,89.73%,,,,,,,,,,
TATASTEEL,BPCL,76.77%,,,,,,,,,,
TCS,BPCL,86.04%,,,,,,,,,,
TECHM,BPCL,69.75%,,,,,,,,,,
TITAN,BPCL,23.51%,,,,,,,,,,
TRENT,BPCL,83.83%,,,,,,,,,,
ULTRACEMCO,BPCL,80.53%,,,,,,,,,,
WIPRO,BPCL,80.72%,,,,,,,,,,
ADANIENT,BRITANNIA,44.73%,,,,,,,,,,
ADANIPORTS,BRITANNIA,72.94%,,,,,,,,,,
APOLLOHOSP,BRITANNIA,76.19%,,,,,,,,,,
ASIANPAINT,BRITANNIA,24.45%,,,,,,,,,,
AXISBANK,BRITANNIA,79.58%,,,,,,,,,,
BAJAJ-AUTO,BRITANNIA,82.88%,,,,,,,,,,
BAJAJFINSV,BRITANNIA,60.94%,,,,,,,,,,
BAJFINANCE,BRITANNIA,-9.98%,,,,,,,,,,
BEL,BRITANNIA,79.66%,,,,,,,,,,
BHARTIARTL,BRITANNIA,85.66%,,,,,,,,,,
BPCL,BRITANNIA,72.29%,,,,,,,,,,
BRITANNIA,BRITANNIA,100.00%,,,,,,,,,,
CIPLA,BRITANNIA,80.19%,,,,,,,,,,
COALINDIA,BRITANNIA,75.73%,,,,,,,,,,
DRREDDY,BRITANNIA,79.29%,,,,,,,,,,
EICHERMOT,BRITANNIA,78.82%,,,,,,,,,,
GRASIM,BRITANNIA,87.12%,,,,,,,,,,
HCLTECH,BRITANNIA,67.03%,,,,,,,,,,
HDFCBANK,BRITANNIA,64.98%,,,,,,,,,,
HDFCLIFE,BRITANNIA,58.06%,,,,,,,,,,
HEROMOTOCO,BRITANNIA,83.70%,,,,,,,,,,
HINDALCO,BRITANNIA,83.58%,,,,,,,,,,
HINDUNILVR,BRITANNIA,77.91%,,,,,,,,,,
ICICIBANK,BRITANNIA,82.26%,,,,,,,,,,
INDUSINDBK,BRITANNIA,-28.09%,,,,,,,,,,
INFY,BRITANNIA,80.90%,,,,,,,,,,
ITC,BRITANNIA,78.60%,,,,,,,,,,
JSWSTEEL,BRITANNIA,84.09%,,,,,,,,,,
KOTAKBANK,BRITANNIA,44.65%,,,,,,,,,,
LT,BRITANNIA,58.44%,,,,,,,,,,
M&M,BRITANNIA,83.03%,,,,,,,,,,
MARUTI,BRITANNIA,55.09%,,,,,,,,,,
NESTLEIND,BRITANNIA,32.94%,,,,,,,,,,
NTPC,BRITANNIA,84.54%,,,,,,,,,,
ONGC,BRITANNIA,71.03%,,,,,,,,,,
POWERGRID,BRITANNIA,80.23%,,,,,,,,,,
RELIANCE,BRITANNIA,53.88%,,,,,,,,,,
SBILIFE,BRITANNIA,86.18%,,,,,,,,,,
SBIN,BRITANNIA,64.21%,,,,,,,,,,
SHRIRAMFIN,BRITANNIA,88.42%,,,,,,,,,,
SUNPHARMA,BRITANNIA,78.52%,,,,,,,,,,
TATACONSUM,BRITANNIA,61.41%,,,,,,,,,,
TATAMOTORS,BRITANNIA,57.84%,,,,,,,,,,
TATASTEEL,BRITANNIA,51.15%,,,,,,,,,,
TCS,BRITANNIA,75.26%,,,,,,,,,,
TECHM,BRITANNIA,84.10%,,,,,,,,,,
TITAN,BRITANNIA,13.00%,,,,,,,,,,
TRENT,BRITANNIA,86.75%,,,,,,,,,,
ULTRACEMCO,BRITANNIA,90.38%,,,,,,,,,,
WIPRO,BRITANNIA,70.39%,,,,,,,,,,
ADANIENT,CIPLA,65.48%,,,,,,,,,,
ADANIPORTS,CIPLA,89.40%,,,,,,,,,,
APOLLOHOSP,CIPLA,89.55%,,,,,,,,,,
ASIANPAINT,CIPLA,-20.12%,,,,,,,,,,
AXISBANK,CIPLA,69.53%,,,,,,,,,,
BAJAJ-AUTO,CIPLA,95.17%,,,,,,,,,,
BAJAJFINSV,CIPLA,40.67%,,,,,,,,,,
BAJFINANCE,CIPLA,-41.68%,,,,,,,,,,
BEL,CIPLA,86.08%,,,,,,,,,,
BHARTIARTL,CIPLA,89.97%,,,,,,,,,,
BPCL,CIPLA,93.10%,,,,,,,,,,
BRITANNIA,CIPLA,80.19%,,,,,,,,,,
CIPLA,CIPLA,100.00%,,,,,,,,,,
COALINDIA,CIPLA,90.68%,,,,,,,,,,
DRREDDY,CIPLA,87.68%,,,,,,,,,,
EICHERMOT,CIPLA,78.59%,,,,,,,,,,
GRASIM,CIPLA,86.98%,,,,,,,,,,
HCLTECH,CIPLA,76.93%,,,,,,,,,,
HDFCBANK,CIPLA,35.53%,,,,,,,,,,
HDFCLIFE,CIPLA,36.32%,,,,,,,,,,
HEROMOTOCO,CIPLA,91.66%,,,,,,,,,,
HINDALCO,CIPLA,78.27%,,,,,,,,,,
HINDUNILVR,CIPLA,41.33%,,,,,,,,,,
ICICIBANK,CIPLA,87.52%,,,,,,,,,,
INDUSINDBK,CIPLA,-35.03%,,,,,,,,,,
INFY,CIPLA,75.67%,,,,,,,,,,
ITC,CIPLA,47.38%,,,,,,,,,,
JSWSTEEL,CIPLA,80.65%,,,,,,,,,,
KOTAKBANK,CIPLA,10.92%,,,,,,,,,,
LT,CIPLA,73.58%,,,,,,,,,,
M&M,CIPLA,85.65%,,,,,,,,,,
MARUTI,CIPLA,74.12%,,,,,,,,,,
NESTLEIND,CIPLA,27.93%,,,,,,,,,,
NTPC,CIPLA,92.24%,,,,,,,,,,
ONGC,CIPLA,88.40%,,,,,,,,,,
POWERGRID,CIPLA,92.29%,,,,,,,,,,
RELIANCE,CIPLA,75.52%,,,,,,,,,,
SBILIFE,CIPLA,81.75%,,,,,,,,,,
SBIN,CIPLA,84.65%,,,,,,,,,,
SHRIRAMFIN,CIPLA,90.78%,,,,,,,,,,
SUNPHARMA,CIPLA,93.42%,,,,,,,,,,
TATACONSUM,CIPLA,75.42%,,,,,,,,,,
TATAMOTORS,CIPLA,81.19%,,,,,,,,,,
TATASTEEL,CIPLA,69.81%,,,,,,,,,,
TCS,CIPLA,86.07%,,,,,,,,,,
TECHM,CIPLA,79.12%,,,,,,,,,,
TITAN,CIPLA,19.30%,,,,,,,,,,
TRENT,CIPLA,89.68%,,,,,,,,,,
ULTRACEMCO,CIPLA,85.33%,,,,,,,,,,
WIPRO,CIPLA,83.92%,,,,,,,,,,
ADANIENT,COALINDIA,76.22%,,,,,,,,,,
ADANIPORTS,COALINDIA,95.88%,,,,,,,,,,
APOLLOHOSP,COALINDIA,80.01%,,,,,,,,,,
ASIANPAINT,COALINDIA,-20.01%,,,,,,,,,,
AXISBANK,COALINDIA,73.78%,,,,,,,,,,
BAJAJ-AUTO,COALINDIA,89.61%,,,,,,,,,,
BAJAJFINSV,COALINDIA,22.95%,,,,,,,,,,
BAJFINANCE,COALINDIA,-51.13%,,,,,,,,,,
BEL,COALINDIA,88.97%,,,,,,,,,,
BHARTIARTL,COALINDIA,82.94%,,,,,,,,,,
BPCL,COALINDIA,96.11%,,,,,,,,,,
BRITANNIA,COALINDIA,75.73%,,,,,,,,,,
CIPLA,COALINDIA,90.68%,,,,,,,,,,
COALINDIA,COALINDIA,100.00%,,,,,,,,,,
DRREDDY,COALINDIA,86.66%,,,,,,,,,,
EICHERMOT,COALINDIA,82.72%,,,,,,,,,,
GRASIM,COALINDIA,86.37%,,,,,,,,,,
HCLTECH,COALINDIA,59.88%,,,,,,,,,,
HDFCBANK,COALINDIA,26.66%,,,,,,,,,,
HDFCLIFE,COALINDIA,20.10%,,,,,,,,,,
HEROMOTOCO,COALINDIA,92.98%,,,,,,,,,,
HINDALCO,COALINDIA,81.41%,,,,,,,,,,
HINDUNILVR,COALINDIA,31.24%,,,,,,,,,,
ICICIBANK,COALINDIA,80.88%,,,,,,,,,,
INDUSINDBK,COALINDIA,-19.13%,,,,,,,,,,
INFY,COALINDIA,61.46%,,,,,,,,,,
ITC,COALINDIA,36.72%,,,,,,,,,,
JSWSTEEL,COALINDIA,75.92%,,,,,,,,,,
KOTAKBANK,COALINDIA,7.33%,,,,,,,,,,
LT,COALINDIA,76.60%,,,,,,,,,,
M&M,COALINDIA,81.59%,,,,,,,,,,
MARUTI,COALINDIA,83.04%,,,,,,,,,,
NESTLEIND,COALINDIA,36.65%,,,,,,,,,,
NTPC,COALINDIA,92.59%,,,,,,,,,,
ONGC,COALINDIA,96.12%,,,,,,,,,,
POWERGRID,COALINDIA,94.92%,,,,,,,,,,
RELIANCE,COALINDIA,88.10%,,,,,,,,,,
SBILIFE,COALINDIA,72.80%,,,,,,,,,,
SBIN,COALINDIA,90.49%,,,,,,,,,,
SHRIRAMFIN,COALINDIA,80.72%,,,,,,,,,,
SUNPHARMA,COALINDIA,83.91%,,,,,,,,,,
TATACONSUM,COALINDIA,82.35%,,,,,,,,,,
TATAMOTORS,COALINDIA,92.80%,,,,,,,,,,
TATASTEEL,COALINDIA,82.04%,,,,,,,,,,
TCS,COALINDIA,81.96%,,,,,,,,,,
TECHM,COALINDIA,65.98%,,,,,,,,,,
TITAN,COALINDIA,17.48%,,,,,,,,,,
TRENT,COALINDIA,80.48%,,,,,,,,,,
ULTRACEMCO,COALINDIA,83.32%,,,,,,,,,,
WIPRO,COALINDIA,74.59%,,,,,,,,,,
ADANIENT,DRREDDY,56.89%,,,,,,,,,,
ADANIPORTS,DRREDDY,83.33%,,,,,,,,,,
APOLLOHOSP,DRREDDY,85.72%,,,,,,,,,,
ASIANPAINT,DRREDDY,-6.65%,,,,,,,,,,
AXISBANK,DRREDDY,64.37%,,,,,,,,,,
BAJAJ-AUTO,DRREDDY,83.45%,,,,,,,,,,
BAJAJFINSV,DRREDDY,37.70%,,,,,,,,,,
BAJFINANCE,DRREDDY,-43.63%,,,,,,,,,,
BEL,DRREDDY,78.00%,,,,,,,,,,
BHARTIARTL,DRREDDY,80.69%,,,,,,,,,,
BPCL,DRREDDY,87.14%,,,,,,,,,,
BRITANNIA,DRREDDY,79.29%,,,,,,,,,,
CIPLA,DRREDDY,87.68%,,,,,,,,,,
COALINDIA,DRREDDY,86.66%,,,,,,,,,,
DRREDDY,DRREDDY,100.00%,,,,,,,,,,
EICHERMOT,DRREDDY,71.26%,,,,,,,,,,
GRASIM,DRREDDY,86.00%,,,,,,,,,,
HCLTECH,DRREDDY,76.60%,,,,,,,,,,
HDFCBANK,DRREDDY,37.52%,,,,,,,,,,
HDFCLIFE,DRREDDY,50.53%,,,,,,,,,,
HEROMOTOCO,DRREDDY,79.89%,,,,,,,,,,
HINDALCO,DRREDDY,67.67%,,,,,,,,,,
HINDUNILVR,DRREDDY,50.28%,,,,,,,,,,
ICICIBANK,DRREDDY,81.10%,,,,,,,,,,
INDUSINDBK,DRREDDY,-32.53%,,,,,,,,,,
INFY,DRREDDY,82.16%,,,,,,,,,,
ITC,DRREDDY,55.35%,,,,,,,,,,
JSWSTEEL,DRREDDY,71.32%,,,,,,,,,,
KOTAKBANK,DRREDDY,19.72%,,,,,,,,,,
LT,DRREDDY,64.70%,,,,,,,,,,
M&M,DRREDDY,75.68%,,,,,,,,,,
MARUTI,DRREDDY,66.45%,,,,,,,,,,
NESTLEIND,DRREDDY,29.83%,,,,,,,,,,
NTPC,DRREDDY,87.18%,,,,,,,,,,
ONGC,DRREDDY,90.50%,,,,,,,,,,
POWERGRID,DRREDDY,85.67%,,,,,,,,,,
RELIANCE,DRREDDY,72.86%,,,,,,,,,,
SBILIFE,DRREDDY,87.02%,,,,,,,,,,
SBIN,DRREDDY,76.41%,,,,,,,,,,
SHRIRAMFIN,DRREDDY,85.50%,,,,,,,,,,
SUNPHARMA,DRREDDY,88.09%,,,,,,,,,,
TATACONSUM,DRREDDY,75.23%,,,,,,,,,,
TATAMOTORS,DRREDDY,81.06%,,,,,,,,,,
TATASTEEL,DRREDDY,54.66%,,,,,,,,,,
TCS,DRREDDY,90.64%,,,,,,,,,,
TECHM,DRREDDY,78.36%,,,,,,,,,,
TITAN,DRREDDY,17.19%,,,,,,,,,,
TRENT,DRREDDY,82.87%,,,,,,,,,,
ULTRACEMCO,DRREDDY,83.47%,,,,,,,,,,
WIPRO,DRREDDY,82.06%,,,,,,,,,,
ADANIENT,EICHERMOT,48.06%,,,,,,,,,,
ADANIPORTS,EICHERMOT,80.91%,,,,,,,,,,
APOLLOHOSP,EICHERMOT,72.04%,,,,,,,,,,
ASIANPAINT,EICHERMOT,-16.65%,,,,,,,,,,
AXISBANK,EICHERMOT,83.98%,,,,,,,,,,
BAJAJ-AUTO,EICHERMOT,84.77%,,,,,,,,,,
BAJAJFINSV,EICHERMOT,35.42%,,,,,,,,,,
BAJFINANCE,EICHERMOT,-30.23%,,,,,,,,,,
BEL,EICHERMOT,93.54%,,,,,,,,,,
BHARTIARTL,EICHERMOT,89.58%,,,,,,,,,,
BPCL,EICHERMOT,80.06%,,,,,,,,,,
BRITANNIA,EICHERMOT,78.82%,,,,,,,,,,
CIPLA,EICHERMOT,78.59%,,,,,,,,,,
COALINDIA,EICHERMOT,82.72%,,,,,,,,,,
DRREDDY,EICHERMOT,71.26%,,,,,,,,,,
EICHERMOT,EICHERMOT,100.00%,,,,,,,,,,
GRASIM,EICHERMOT,92.06%,,,,,,,,,,
HCLTECH,EICHERMOT,51.71%,,,,,,,,,,
HDFCBANK,EICHERMOT,60.53%,,,,,,,,,,
HDFCLIFE,EICHERMOT,36.85%,,,,,,,,,,
HEROMOTOCO,EICHERMOT,84.73%,,,,,,,,,,
HINDALCO,EICHERMOT,92.16%,,,,,,,,,,
HINDUNILVR,EICHERMOT,40.89%,,,,,,,,,,
ICICIBANK,EICHERMOT,89.75%,,,,,,,,,,
INDUSINDBK,EICHERMOT,-45.51%,,,,,,,,,,
INFY,EICHERMOT,57.75%,,,,,,,,,,
ITC,EICHERMOT,54.47%,,,,,,,,,,
JSWSTEEL,EICHERMOT,90.03%,,,,,,,,,,
KOTAKBANK,EICHERMOT,9.70%,,,,,,,,,,
LT,EICHERMOT,64.86%,,,,,,,,,,
M&M,EICHERMOT,93.24%,,,,,,,,,,
MARUTI,EICHERMOT,76.25%,,,,,,,,,,
NESTLEIND,EICHERMOT,10.50%,,,,,,,,,,
NTPC,EICHERMOT,88.05%,,,,,,,,,,
ONGC,EICHERMOT,77.03%,,,,,,,,,,
POWERGRID,EICHERMOT,91.10%,,,,,,,,,,
RELIANCE,EICHERMOT,59.83%,,,,,,,,,,
SBILIFE,EICHERMOT,69.08%,,,,,,,,,,
SBIN,EICHERMOT,86.79%,,,,,,,,,,
SHRIRAMFIN,EICHERMOT,81.93%,,,,,,,,,,
SUNPHARMA,EICHERMOT,77.76%,,,,,,,,,,
TATACONSUM,EICHERMOT,48.87%,,,,,,,,,,
TATAMOTORS,EICHERMOT,67.55%,,,,,,,,,,
TATASTEEL,EICHERMOT,76.34%,,,,,,,,,,
TCS,EICHERMOT,67.01%,,,,,,,,,,
TECHM,EICHERMOT,76.66%,,,,,,,,,,
TITAN,EICHERMOT,-11.23%,,,,,,,,,,
TRENT,EICHERMOT,86.47%,,,,,,,,,,
ULTRACEMCO,EICHERMOT,84.44%,,,,,,,,,,
WIPRO,EICHERMOT,66.36%,,,,,,,,,,
ADANIENT,GRASIM,50.75%,,,,,,,,,,
ADANIPORTS,GRASIM,85.94%,,,,,,,,,,
APOLLOHOSP,GRASIM,80.74%,,,,,,,,,,
ASIANPAINT,GRASIM,-12.81%,,,,,,,,,,
AXISBANK,GRASIM,84.81%,,,,,,,,,,
BAJAJ-AUTO,GRASIM,90.23%,,,,,,,,,,
BAJAJFINSV,GRASIM,43.35%,,,,,,,,,,
BAJFINANCE,GRASIM,-28.64%,,,,,,,,,,
BEL,GRASIM,94.55%,,,,,,,,,,
BHARTIARTL,GRASIM,94.23%,,,,,,,,,,
BPCL,GRASIM,84.55%,,,,,,,,,,
BRITANNIA,GRASIM,87.12%,,,,,,,,,,
CIPLA,GRASIM,86.98%,,,,,,,,,,
COALINDIA,GRASIM,86.37%,,,,,,,,,,
DRREDDY,GRASIM,86.00%,,,,,,,,,,
EICHERMOT,GRASIM,92.06%,,,,,,,,,,
GRASIM,GRASIM,100.00%,,,,,,,,,,
HCLTECH,GRASIM,66.61%,,,,,,,,,,
HDFCBANK,GRASIM,58.91%,,,,,,,,,,
HDFCLIFE,GRASIM,47.05%,,,,,,,,,,
HEROMOTOCO,GRASIM,88.39%,,,,,,,,,,
HINDALCO,GRASIM,89.92%,,,,,,,,,,
HINDUNILVR,GRASIM,51.35%,,,,,,,,,,
ICICIBANK,GRASIM,95.59%,,,,,,,,,,
INDUSINDBK,GRASIM,-44.92%,,,,,,,,,,
INFY,GRASIM,74.17%,,,,,,,,,,
ITC,GRASIM,61.20%,,,,,,,,,,
JSWSTEEL,GRASIM,90.41%,,,,,,,,,,
KOTAKBANK,GRASIM,19.97%,,,,,,,,,,
LT,GRASIM,67.68%,,,,,,,,,,
M&M,GRASIM,94.49%,,,,,,,,,,
MARUTI,GRASIM,75.83%,,,,,,,,,,
NESTLEIND,GRASIM,18.37%,,,,,,,,,,
NTPC,GRASIM,92.65%,,,,,,,,,,
ONGC,GRASIM,84.96%,,,,,,,,,,
POWERGRID,GRASIM,94.61%,,,,,,,,,,
RELIANCE,GRASIM,67.56%,,,,,,,,,,
SBILIFE,GRASIM,81.32%,,,,,,,,,,
SBIN,GRASIM,87.46%,,,,,,,,,,
SHRIRAMFIN,GRASIM,91.58%,,,,,,,,,,
SUNPHARMA,GRASIM,87.41%,,,,,,,,,,
TATACONSUM,GRASIM,60.30%,,,,,,,,,,
TATAMOTORS,GRASIM,73.64%,,,,,,,,,,
TATASTEEL,GRASIM,71.97%,,,,,,,,,,
TCS,GRASIM,79.60%,,,,,,,,,,
TECHM,GRASIM,85.79%,,,,,,,,,,
TITAN,GRASIM,-3.32%,,,,,,,,,,
TRENT,GRASIM,92.47%,,,,,,,,,,
ULTRACEMCO,GRASIM,92.10%,,,,,,,,,,
WIPRO,GRASIM,79.56%,,,,,,,,,,
ADANIENT,HCLTECH,44.09%,,,,,,,,,,
ADANIPORTS,HCLTECH,62.89%,,,,,,,,,,
APOLLOHOSP,HCLTECH,91.26%,,,,,,,,,,
ASIANPAINT,HCLTECH,-8.41%,,,,,,,,,,
AXISBANK,HCLTECH,45.31%,,,,,,,,,,
BAJAJ-AUTO,HCLTECH,75.20%,,,,,,,,,,
BAJAJFINSV,HCLTECH,56.76%,,,,,,,,,,
BAJFINANCE,HCLTECH,-34.55%,,,,,,,,,,
BEL,HCLTECH,56.61%,,,,,,,,,,
BHARTIARTL,HCLTECH,74.59%,,,,,,,,,,
BPCL,HCLTECH,70.82%,,,,,,,,,,
BRITANNIA,HCLTECH,67.03%,,,,,,,,,,
CIPLA,HCLTECH,76.93%,,,,,,,,,,
COALINDIA,HCLTECH,59.88%,,,,,,,,,,
DRREDDY,HCLTECH,76.60%,,,,,,,,,,
EICHERMOT,HCLTECH,51.71%,,,,,,,,,,
GRASIM,HCLTECH,66.61%,,,,,,,,,,
HCLTECH,HCLTECH,100.00%,,,,,,,,,,
HDFCBANK,HCLTECH,44.82%,,,,,,,,,,
HDFCLIFE,HCLTECH,60.55%,,,,,,,,,,
HEROMOTOCO,HCLTECH,63.92%,,,,,,,,,,
HINDALCO,HCLTECH,55.49%,,,,,,,,,,
HINDUNILVR,HCLTECH,43.57%,,,,,,,,,,
ICICIBANK,HCLTECH,74.40%,,,,,,,,,,
INDUSINDBK,HCLTECH,-47.84%,,,,,,,,,,
INFY,HCLTECH,91.19%,,,,,,,,,,
ITC,HCLTECH,55.75%,,,,,,,,,,
JSWSTEEL,HCLTECH,68.51%,,,,,,,,,,
KOTAKBANK,HCLTECH,32.42%,,,,,,,,,,
LT,HCLTECH,58.10%,,,,,,,,,,
M&M,HCLTECH,61.01%,,,,,,,,,,
MARUTI,HCLTECH,30.70%,,,,,,,,,,
NESTLEIND,HCLTECH,7.91%,,,,,,,,,,
NTPC,HCLTECH,75.87%,,,,,,,,,,
ONGC,HCLTECH,61.48%,,,,,,,,,,
POWERGRID,HCLTECH,65.00%,,,,,,,,,,
RELIANCE,HCLTECH,44.42%,,,,,,,,,,
SBILIFE,HCLTECH,78.70%,,,,,,,,,,
SBIN,HCLTECH,53.74%,,,,,,,,,,
SHRIRAMFIN,HCLTECH,81.52%,,,,,,,,,,
SUNPHARMA,HCLTECH,87.20%,,,,,,,,,,
TATACONSUM,HCLTECH,54.43%,,,,,,,,,,
TATAMOTORS,HCLTECH,48.61%,,,,,,,,,,
TATASTEEL,HCLTECH,25.39%,,,,,,,,,,
TCS,HCLTECH,82.66%,,,,,,,,,,
TECHM,HCLTECH,85.24%,,,,,,,,,,
TITAN,HCLTECH,30.56%,,,,,,,,,,
TRENT,HCLTECH,79.67%,,,,,,,,,,
ULTRACEMCO,HCLTECH,72.89%,,,,,,,,,,
WIPRO,HCLTECH,89.83%,,,,,,,,,,
ADANIENT,HDFCBANK,4.57%,,,,,,,,,,
ADANIPORTS,HDFCBANK,31.60%,,,,,,,,,,
APOLLOHOSP,HDFCBANK,42.93%,,,,,,,,,,
ASIANPAINT,HDFCBANK,29.86%,,,,,,,,,,
AXISBANK,HDFCBANK,63.47%,,,,,,,,,,
BAJAJ-AUTO,HDFCBANK,45.39%,,,,,,,,,,
BAJAJFINSV,HDFCBANK,57.97%,,,,,,,,,,
BAJFINANCE,HDFCBANK,25.09%,,,,,,,,,,
BEL,HDFCBANK,53.85%,,,,,,,,,,
BHARTIARTL,HDFCBANK,58.70%,,,,,,,,,,
BPCL,HDFCBANK,25.35%,,,,,,,,,,
BRITANNIA,HDFCBANK,64.98%,,,,,,,,,,
CIPLA,HDFCBANK,35.53%,,,,,,,,,,
COALINDIA,HDFCBANK,26.66%,,,,,,,,,,
DRREDDY,HDFCBANK,37.52%,,,,,,,,,,
EICHERMOT,HDFCBANK,60.53%,,,,,,,,,,
GRASIM,HDFCBANK,58.91%,,,,,,,,,,
