Ticker,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
ONGC,0.705151288,0.932967814,0.795543103,-0.239636093,0.663991441,0.850436611,0.182560095,-0.531657933,0.850690857,0.791537124,0.932728118,0.710257119,0.884016179,0.961233551,0.905026117,0.770343754,0.849622814,0.614810123,0.198028803,0.238837495,0.863440534,0.723790332,0.30097923,0.788699589,-0.224250616,0.649910442,0.389809138,0.680428039,0.035872942,0.742145311,0.76248931,0.806652079,0.32891149,0.888829556,1,0.918434894,0.874650464,0.745860948,0.879564862,0.785279159,0.833258685,0.836656087,0.942633543,0.737686801,0.862391477,0.653911757,0.15830976,0.766838062,0.797086019,0.747549424
POWERGRID,0.662056006,0.942615509,0.830933909,-0.266174449,0.820524435,0.931857552,0.297133191,-0.454651084,0.957863666,0.922191773,0.934624593,0.80229436,0.922897718,0.949245776,0.856677518,0.911030374,0.946082166,0.650000538,0.43684259,0.288139089,0.938814178,0.877640712,0.369760082,0.926041462,-0.390738278,0.676504093,0.454304499,0.862754051,0.073038203,0.741544766,0.926369087,0.815543945,0.23578024,0.957633861,0.918434894,1,0.789771432,0.751248737,0.944568806,0.880593021,0.887741742,0.704487532,0.839872002,0.810027875,0.811547205,0.779737434,0.025013456,0.889679403,0.896448659,0.808381261
RELIANCE,0.848927867,0.89979351,0.645385926,-0.221455517,0.649850408,0.728359469,0.042375282,-0.473331491,0.723472192,0.5863838,0.832948779,0.538830029,0.755221677,0.881009119,0.728578241,0.598326246,0.675604271,0.444161267,0.030631057,-0.084347347,0.827731905,0.604286109,0.086710069,0.611805608,0.109340947,0.40757732,0.082413613,0.518113112,0.074378582,0.791493033,0.566659493,0.740895495,0.558056391,0.738417146,0.874650464,0.789771432,1,0.516430164,0.801227133,0.585816657,0.632156163,0.889467196,0.937336375,0.802608709,0.719236266,0.390647897,0.357507705,0.535267584,0.69007863,0.666912788
SBILIFE,0.379075848,0.681708919,0.817297874,0.206655096,0.600854791,0.821833059,0.689048533,-0.154123357,0.682444019,0.810911592,0.763766912,0.861755505,0.817531322,0.727951278,0.87024735,0.69078576,0.813189973,0.787022232,0.533163197,0.744482885,0.732863672,0.662237475,0.736500646,0.793786942,-0.3112505,0.88081598,0.785546889,0.741767337,0.383502618,0.564155788,0.732069464,0.552587494,0.283301999,0.818131482,0.745860948,0.751248737,0.516430164,1,0.581682127,0.896283824,0.856064915,0.635984978,0.623171013,0.364662601,0.859776014,0.832956145,0.268693306,0.864597342,0.808778126,0.717687608
SBIN,0.699864777,0.925260666,0.739884961,-0.426789545,0.772675221,0.851752907,0.126642606,-0.517512809,0.92534871,0.832021987,0.898237617,0.642053057,0.846457512,0.904911048,0.764081207,0.867922601,0.874564896,0.53737296,0.320487702,0.113547986,0.865972459,0.809466045,0.135469228,0.866854189,-0.376949114,0.503817297,0.241965338,0.782661153,-0.09503467,0.740839799,0.861852226,0.841188988,0.176412304,0.883668782,0.879564862,0.944568806,0.801227133,0.581682127,1,0.750346176,0.801678122,0.641012401,0.841310716,0.877169368,0.722459028,0.644774977,-0.05378314,0.781845605,0.783200385,0.762064069
SHRIRAMFIN,0.469427818,0.793996811,0.900181696,-0.030135909,0.740759334,0.937393352,0.618333114,-0.204817706,0.841850924,0.956799357,0.834703836,0.884188,0.907795386,0.807217661,0.854978507,0.819345073,0.915779824,0.81519963,0.60592324,0.586347967,0.852039582,0.838738911,0.594318083,0.933821848,-0.456520387,0.849351209,0.684981138,0.894982428,0.284805858,0.637993146,0.894278939,0.642251852,0.167348186,0.923251155,0.785279159,0.880593021,0.585816657,0.896283824,0.750346176,1,0.937271594,0.599010434,0.65293497,0.571257832,0.819275529,0.914357436,0.122925456,0.97131819,0.8893337,0.826489227
SUNPHARMA,0.555206053,0.833257692,0.94802601,-0.210303635,0.62085434,0.9455713,0.518523118,-0.418315089,0.804529726,0.932369597,0.909031035,0.785200168,0.934215085,0.83906309,0.880925178,0.777550274,0.874052874,0.872010719,0.438075827,0.516044396,0.832084524,0.777966958,0.410643532,0.916250199,-0.512921855,0.825532245,0.562237584,0.843468524,0.141276608,0.685134337,0.841184597,0.682470604,0.1345452,0.94143258,0.833258685,0.887741742,0.632156163,0.856064915,0.801678122,0.937271594,1,0.647573051,0.727219685,0.588875704,0.868579266,0.86790562,0.160535156,0.94461964,0.821376299,0.87347178
TATACONSUM,0.783298607,0.823057279,0.668899112,-0.005592685,0.531075651,0.711379517,0.193070114,-0.422036983,0.603617905,0.552206871,0.793083132,0.614076844,0.75418792,0.823475516,0.752279585,0.488714971,0.602998309,0.544279617,0.030812044,0.072266408,0.777315565,0.521039157,0.285253158,0.53665974,0.189329351,0.541316228,0.273792821,0.45175617,0.199354376,0.756794319,0.478365608,0.603209603,0.656224323,0.716162266,0.836656087,0.704487532,0.889467196,0.635984978,0.641012401,0.599010434,0.647573051,1,0.885994346,0.603493248,0.79310891,0.418596417,0.556552309,0.528744712,0.669300898,0.640449537
TATAMOTORS,0.783964958,0.91652255,0.687952257,-0.247490702,0.596831035,0.786309113,0.088077096,-0.532979983,0.761130847,0.662700308,0.89728105,0.57843503,0.81191877,0.927976699,0.810621715,0.67552826,0.73639836,0.486105648,0.061323944,0.061970927,0.828669855,0.638470762,0.137444669,0.666411673,-0.007669223,0.470475654,0.20347986,0.564040259,-0.015144515,0.780123971,0.637988848,0.8213185,0.467614819,0.804503938,0.942633543,0.839872002,0.937336375,0.623171013,0.841310716,0.65293497,0.727219685,0.885994346,1,0.799797936,0.789968959,0.466259803,0.300500766,0.625529128,0.696323554,0.651148631
TATASTEEL,0.732032711,0.834255271,0.520928616,-0.35743332,0.709667924,0.745495897,0.066393742,-0.336864523,0.811677038,0.673596683,0.767670644,0.51148033,0.698085296,0.820365239,0.546589294,0.763391268,0.719675423,0.253923127,0.19954347,-0.13537322,0.806488828,0.774772774,-0.006037981,0.672481243,-0.066145839,0.205790959,0.046823906,0.685716731,-0.075619608,0.712208253,0.73561981,0.875749945,0.346898788,0.739565473,0.737686801,0.810027875,0.802608709,0.364662601,0.877169368,0.571257832,0.588875704,0.603493248,0.799797936,1,0.491245847,0.377693945,0.053903293,0.585535875,0.634445807,0.522524136
TCS,0.601374844,0.81748244,0.861909553,-0.038384118,0.59647136,0.82260546,0.416617984,-0.415927978,0.723380717,0.766584015,0.860350367,0.752601678,0.860713068,0.819595812,0.906411251,0.670131039,0.795975931,0.826595423,0.334125907,0.468249305,0.796915181,0.639324744,0.481896493,0.781504563,-0.289134221,0.864139593,0.563023301,0.686431124,0.214349107,0.70167877,0.689338738,0.573662718,0.289927073,0.845443597,0.862391477,0.811547205,0.719236266,0.859776014,0.722459028,0.819275529,0.868579266,0.79310891,0.789968959,0.491245847,1,0.791798197,0.316745891,0.796344503,0.811864857,0.857554817
TECHM,0.306188359,0.659344436,0.849916588,-0.030904543,0.681483065,0.801832202,0.564844058,-0.219030096,0.77700371,0.89626086,0.697471497,0.840976719,0.791208913,0.659776551,0.783606567,0.766645039,0.857916564,0.852373526,0.691346391,0.688322765,0.733193125,0.7714677,0.631278741,0.886507777,-0.637399035,0.920674543,0.756250672,0.858026629,0.298784328,0.522417787,0.845474804,0.423016426,-0.058405774,0.827516844,0.653911757,0.779737434,0.390647897,0.832956145,0.644774977,0.914357436,0.86790562,0.418596417,0.466259803,0.377693945,0.791798197,1,-0.023216825,0.927882242,0.853690087,0.840164626
TITAN,0.457117997,0.215162398,0.26891992,0.370941672,0.002642902,0.199710408,0.357228675,0.038963067,-0.093156266,-0.009407435,0.235149206,0.129958865,0.193035494,0.174755879,0.171929476,-0.112314599,-0.033242478,0.305584875,-0.095771242,0.051089431,0.200300446,-0.011418768,0.092648812,-0.03034473,0.558337575,0.192592201,0.086942432,0.025733946,0.38587831,0.462555589,-0.156013621,0.020748644,0.64440605,0.164337491,0.15830976,0.025013456,0.357507705,0.268693306,-0.05378314,0.122925456,0.160535156,0.556552309,0.300500766,0.053903293,0.316745891,-0.023216825,1,0.013207079,0.153660897,0.192293281
TRENT,0.436790278,0.779358348,0.877633029,-0.09311834,0.735466314,0.936382715,0.575921467,-0.267962633,0.863241918,0.976263678,0.838312551,0.867508968,0.896753906,0.804774286,0.828723832,0.864714633,0.924735868,0.796656638,0.615799872,0.586530231,0.842414092,0.871178042,0.558373789,0.947748577,-0.554516323,0.823632858,0.670534447,0.922285849,0.208677671,0.599817182,0.929331671,0.661379684,0.081062924,0.925323173,0.766838062,0.889679403,0.535267584,0.864597342,0.781845605,0.97131819,0.94461964,0.528744712,0.625529128,0.585535875,0.796344503,0.927882242,0.013207079,1,0.866210966,0.813491595
ULTRACEMCO,0.590462071,0.855520935,0.830026973,0.017379065,0.867693854,0.860869141,0.448904636,-0.261171636,0.894776831,0.869262957,0.805300035,0.903761391,0.853315898,0.833210413,0.834741711,0.844360372,0.92099795,0.728888949,0.652275113,0.476096302,0.901778733,0.853077177,0.585902418,0.885231971,-0.316750603,0.796839008,0.632236099,0.877394065,0.38982708,0.746006406,0.870364115,0.588169422,0.321907048,0.901947341,0.797086019,0.896448659,0.69007863,0.808778126,0.783200385,0.8893337,0.821376299,0.669300898,0.696323554,0.634445807,0.811864857,0.853690087,0.153660897,0.866210966,1,0.83469238
WIPRO,0.609773991,0.798804124,0.906900067,-0.230921469,0.674542527,0.816422691,0.383862096,-0.43476574,0.751017121,0.802270121,0.807165248,0.70394274,0.839150032,0.745855108,0.82061188,0.66356959,0.795564733,0.898324042,0.444201893,0.388382053,0.789781694,0.678849954,0.334676529,0.84579577,-0.453052743,0.828120543,0.421018203,0.764597377,0.226876508,0.704511892,0.734346433,0.478499138,0.175822267,0.838702154,0.747549424,0.808381261,0.666912788,0.717687608,0.762064069,0.826489227,0.87347178,0.640449537,0.651148631,0.522524136,0.857554817,0.840164626,0.192293281,0.813491595,0.83469238,1
